Название облигации;ISIN;Дата размещения;Дата погашения;Ставка купона;Ссылка
Сибирский КХП-001P-03;RU000A10BHX3;2025-04-29;2029-04-08;25.5%;https://bonds.finam.ru/issue/details040C2/default.asp
